PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
OSTEOTOMIAS AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIAS E/OU PSEUDARTROSES - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÕES LIGAMENTARES DO PIVOT CENTRAL DE JOELHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE OSSO DO PÉ,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÕES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÕES DE REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÕES DE RECONSTRUÇÕES INTRA-ARTICULARES DE JOELHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ROTURA DO TENDÃO DE AQUILES - REDUÇÃO INCRUENTA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ROTURA DO TENDÃO DE AQUILES - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TOALETE CIRÚRGICA - CORREÇÃO DE JOELHO FLEXO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE AUTÓLOGO EM JOELHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO DE FÍBULA/TÍBIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA ARTRITE SÉPTICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOCONDRITE DE TORNOZELO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DA SINDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE DEFORMIDADES DOS DEDOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE EPIFISITES E TENDINITES,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE GIGANTISMO EM PÉ,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE LESÃO AGUDA DE LIGAMENTO COLATERAL DE JOELHO, ASSOCIADA A LIGAMENTO CRUZADO E MENISCO",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÕES AGUDAS E/OU LUXAÇÕES DE MENISCOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÕES INTRÍNSECAS OU COMPLEXAS DE JOELHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LINFEDEMA AO NÍVEL DO PÉ,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE POLIDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO HALLUX VALGUS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO MAL PERFURANTE PLANTAR,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO PÉ PLANO/PÉ CAVO/COALISÃO TARSAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO PÉ TORTO CONGÊNITO COM OU SEM FIXADOR EXTERNO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DA RETRAÇÃO CICATRICIAL DOS DEDOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE MÚSCULO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESINSERÇÃO OU MIOTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DISSECÇÃO MUSCULAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FASCIOTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MIORRAFIAS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO MUSCULAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÚRGICO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DE TENDÕES - TRATAMENTO CRUENTO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIAS CIRÚRGICAS DE TENDÕES, BURSAS E SINÓVIAS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BURSECTOMIA - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO SINOVIAL - TRATAMENTO CIRÚRGICO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENCURTAMENTO DE TENDÃO - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SÍNDROME DO CANAL CARPIANO - TRATAMENTO CRUENTO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINOVECTOMIA - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOARTROPLASTIA PARA OSSOS DO CARPO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENODESE,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENÓLISE NO TÚNEL ÓSTEO FIBROSO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENÓLISE/TENDONESE - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOPLASTIA / ENXERTO DE TENDÃO - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOPLASTIA DE TENDÃO EM OUTRAS REGIÕES,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENORRAFIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES INFECCIOSAS - DRENAGEM,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ENXERTO),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SIMPLES),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL, TRAQUEOBRÔNQUICA OU BRÔNQUICA, INCLUSIVE POR VIA ENDOSCÓPICA",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE FÍSTULA TRÁQUEO-CUTÂNEA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLASTIA DE TRAQUEOSTOMA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO TRAQUEAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO CARINAL (TRAQUEOBRÔNQUICA),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOPLASTIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEORRAFIA POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA COM COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL OU TRAQUEOBRÔNQUICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA MEDIASTINAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOTOMIA OU FECHAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FÍSTULA TRAQUEOESOFÁGICA ADQUIRIDA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TROCA DE PRÓTESE TRÁQUEO-ESOFÁGICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO DE MOLDE BRÔNQUICO POR TORACOTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BULECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BULECTOMIA POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA REDUTORA DO VOLUME PULMONAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO PULMONAR CONGÊNITO - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE FÍSTULA BRONCO-PLEURAL,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EMBOLECTOMIA PULMONAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA POR MALFORMAÇÃO PULMONAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA PULMONAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
METASTASECTOMIA PULMONAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
METASTASECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NODULECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMONECTOMIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMONECTOMIA DE TOTALIZAÇÃO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMORRAFIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
